Date,BRADESCO,BB,NUBANK,ITAÚ,CAIXA,BOVA
2019-06-04,24.5679931640625,52.939998626708984,,30.170000076293945,,93.80000305175781
2019-06-05,24.282493591308594,51.47999954223633,,29.709999084472656,,92.63999938964844
2019-06-06,24.605558395385742,52.790000915527344,,30.0,,93.69000244140625
2019-06-07,24.755821228027344,52.36000061035156,,30.190000534057617,,94.22000122070312
2019-06-10,24.530427932739258,51.869998931884766,,29.649999618530273,,93.8499984741211
2019-06-11,24.590532302856445,52.900001525878906,,29.969999313354492,,95.41999816894531
2019-06-12,24.63561248779297,52.2599983215332,,29.860000610351562,,94.66000366210938
2019-06-13,24.372652053833008,51.43000030517578,,29.479999542236328,,95.13999938964844
2019-06-14,24.042072296142578,50.52000045776367,,29.270000457763672,,94.51000213623047
2019-06-17,23.906835556030273,50.470001220703125,,29.420000076293945,,94.25
2019-06-18,24.18482208251953,51.650001525878906,,29.850000381469727,,95.7699966430664
2019-06-19,24.748308181762695,52.5,,30.309999465942383,,96.62999725341797
2019-06-21,25.319307327270508,52.90999984741211,,30.979999542236328,,98.22000122070312
2019-06-24,25.4320068359375,53.040000915527344,,30.940000534057617,,98.30999755859375
2019-06-25,24.99624252319336,52.54999923706055,,30.600000381469727,,96.36000061035156
2019-06-26,25.093914031982422,53.689998626708984,,31.200000762939453,,96.8499984741211
2019-06-27,25.169044494628906,53.79999923706055,,31.0,,97.06999969482422
2019-06-28,25.131479263305664,53.939998626708984,,31.1299991607666,,97.11000061035156
2019-07-01,25.169044494628906,53.880001068115234,,31.110000610351562,,97.44999694824219
2019-07-02,25.131479263305664,53.189998626708984,,30.799999237060547,,96.7699966430664
2019-07-03,25.604808807373047,54.29999923706055,,31.219999313354492,,98.31999969482422
2019-07-04,26.17580795288086,55.18000030517578,,31.530000686645508,,100.0
2019-07-05,26.378662109375,55.0,,31.799999237060547,,100.2699966430664
2019-07-08,26.551464080810547,54.95000076293945,,31.860000610351562,,100.55999755859375
2019-07-10,26.37114906311035,54.2599983215332,,31.56999969482422,,101.95999908447266
2019-07-11,26.07062339782715,53.20000076293945,,31.549999237060547,,101.20999908447266
2019-07-12,25.552215576171875,52.0,,31.3799991607666,,100.05000305175781
2019-07-15,25.559728622436523,51.689998626708984,,31.049999237060547,,100.04000091552734
2019-07-16,25.334335327148438,51.77000045776367,,31.15999984741211,,99.9000015258789
2019-07-17,25.42449188232422,51.779998779296875,,31.0,,100.01000213623047
2019-07-18,25.890308380126953,52.65999984741211,,31.729999542236328,,100.69999694824219
2019-07-19,25.567241668701172,52.0,,31.110000610351562,,99.5999984741211
2019-07-22,25.83771514892578,52.0099983215332,,31.549999237060547,,100.0
2019-07-23,25.84522819519043,51.400001525878906,,31.56999969482422,,100.0999984741211
2019-07-24,26.318557739257812,52.33000183105469,,31.68000030517578,,100.38999938964844
2019-07-25,25.026296615600586,50.119998931884766,,30.739999771118164,,98.80000305175781
2019-07-26,24.620586395263672,50.0,,31.100000381469727,,99.1500015258789
2019-07-29,24.620586395263672,50.45000076293945,,31.1200008392334,,99.55999755859375
2019-07-30,24.19233512878418,49.939998626708984,,30.3700008392334,,99.12000274658203
2019-07-31,23.373403549194336,49.220001220703125,,29.899999618530273,,97.9800033569336
2019-08-01,23.170547485351562,48.75,,29.989999771118164,,98.43000030517578
2019-08-02,23.102930068969727,48.7599983215332,,29.959999084472656,,98.77999877929688
2019-08-05,22.622087478637695,47.849998474121094,,29.670000076293945,,96.47000122070312
2019-08-06,23.18557357788086,48.5,,30.600000381469727,,98.44000244140625
2019-08-07,23.51615333557129,48.45000076293945,,31.799999237060547,,99.05000305175781
2019-08-08,23.643875122070312,48.79999923706055,,31.809999465942383,,100.36000061035156
2019-08-09,23.155521392822266,48.650001525878906,,31.809999465942383,,100.23999786376953
2019-08-12,22.614574432373047,47.0,,30.65999984741211,,98.16000366210938
2019-08-13,22.892560958862305,47.54999923706055,,30.950000762939453,,99.5199966430664
2019-08-14,22.28399658203125,45.88999938964844,,30.399999618530273,,96.6500015258789
2019-08-15,22.17129898071289,45.849998474121094,,30.190000534057617,,95.37999725341797
2019-08-16,22.231403350830078,45.72999954223633,,29.520000457763672,,96.1500015258789
2019-08-19,21.86326026916504,44.83000183105469,,29.399999618530273,,95.7699966430664
2019-08-20,21.63786506652832,44.790000915527344,,29.15999984741211,,95.54000091552734
2019-08-21,22.17129898071289,47.349998474121094,,29.549999237060547,,97.52999877929688
2019-08-22,21.712997436523438,46.650001525878906,,29.139999389648438,,96.3499984741211
2019-08-23,21.149511337280273,44.95000076293945,,28.8799991607666,,94.0199966430664
2019-08-26,21.05935287475586,44.7400016784668,,28.760000228881836,,92.6500015258789
2019-08-27,21.32231330871582,44.380001068115234,,29.010000228881836,,93.6500015258789
2019-08-28,21.202102661132812,44.0099983215332,,29.239999771118164,,94.58000183105469
2019-08-29,21.878286361694336,45.08000183105469,,29.469999313354492,,96.86000061035156
2019-08-30,22.76483726501465,46.2400016784668,,29.899999618530273,,97.61000061035156
2019-09-02,22.253944396972656,45.650001525878906,,29.31999969482422,,96.76000213623047
2019-09-03,21.765588760375977,44.79999923706055,,28.889999389648438,,95.9000015258789
2019-09-04,22.096168518066406,45.86000061035156,,28.8799991607666,,97.37000274658203
2019-09-05,22.637113571166992,47.459999084472656,,29.799999237060547,,98.44000244140625
2019-09-06,23.51615333557129,49.38999938964844,,30.68000030517578,,99.12999725341797
2019-09-09,23.83170509338379,50.0,,31.190000534057617,,99.33000183105469
2019-09-10,23.67392921447754,49.15999984741211,,30.889999389648438,,99.19000244140625
2019-09-11,23.741546630859375,47.9900016784668,,30.799999237060547,,99.75
2019-09-12,23.546205520629883,48.0,,30.729999542236328,,100.36000061035156
2019-09-13,23.275732040405273,47.13999938964844,,31.0,,99.58000183105469
2019-09-16,23.065364837646484,46.650001525878906,,30.309999465942383,,99.80000305175781
2019-09-17,23.33583641052246,47.29999923706055,,30.6299991607666,,100.76000213623047
2019-09-18,23.50864028930664,48.02000045776367,,30.739999771118164,,100.62999725341797
2019-09-19,23.193086624145508,46.77000045776367,,29.799999237060547,,100.44000244140625
2019-09-20,23.966941833496094,47.5099983215332,,30.139999389648438,,100.76000213623047
2019-09-23,23.7716007232666,47.279998779296875,,30.049999237060547,,100.77999877929688
2019-09-24,23.50864028930664,45.84000015258789,,29.739999771118164,,100.0
2019-09-25,23.734033584594727,45.540000915527344,,29.889999389648438,,100.44999694824219
2019-09-26,23.9368896484375,45.709999084472656,,30.549999237060547,,101.43000030517578
2019-09-27,23.914350509643555,45.34000015258789,,30.530000686645508,,101.23999786376953
2019-09-30,23.478586196899414,45.4900016784668,,30.1200008392334,,101.01000213623047
2019-10-01,23.275732040405273,44.95000076293945,,29.6299991607666,,100.05999755859375
2019-10-02,22.366640090942383,43.41999816894531,,28.959999084472656,,97.1500015258789
2019-10-03,22.39669418334961,45.290000915527344,,28.790000915527344,,97.72000122070312
2019-10-04,22.48685073852539,45.599998474121094,,29.040000915527344,,98.69000244140625
2019-10-07,22.141246795654297,43.79999923706055,,28.280000686645508,,96.80000305175781
2019-10-08,22.231403350830078,43.0099983215332,,28.079999923706055,,96.1500015258789
2019-10-09,23.117956161499023,44.20000076293945,,28.5,,97.5
2019-10-10,23.253192901611328,44.400001525878906,,28.75,,98.08000183105469
2019-10-11,23.591283798217773,45.22999954223633,,29.25,,99.97000122070312
2019-10-14,23.9368896484375,45.0,,29.530000686645508,,100.3499984741211
2019-10-15,24.169797897338867,44.380001068115234,,29.690000534057617,,100.58000183105469
2019-10-16,24.906084060668945,45.0,,29.899999618530273,,101.4000015258789
2019-10-17,24.56048011779785,44.90999984741211,,29.760000228881836,,101.05000305175781
2019-10-18,23.621337890625,46.060001373291016,,29.65999984741211,,100.75
2019-10-21,23.98948097229004,46.400001525878906,,30.06999969482422,,102.0
2019-10-22,24.620586395263672,47.400001525878906,,30.510000228881836,,103.23999786376953
2019-10-23,24.876033782958984,47.599998474121094,,30.959999084472656,,103.4000015258789
2019-10-24,24.83095359802246,47.29999923706055,,31.170000076293945,,103.0
2019-10-25,25.026296615600586,47.72999954223633,,31.260000228881836,,103.37000274658203
2019-10-28,25.770097732543945,48.790000915527344,,31.84000015258789,,103.94999694824219
2019-10-29,25.48459815979004,48.65999984741211,,31.3700008392334,,103.5
2019-10-30,25.74004554748535,49.41999816894531,,31.559999465942383,,104.29000091552734
2019-10-31,24.68069076538086,48.150001525878906,,31.170000076293945,,103.2300033569336
2019-11-01,24.41021728515625,47.959999084472656,,31.190000534057617,,104.2699966430664
2019-11-04,24.52291488647461,47.689998626708984,,31.329999923706055,,104.62999725341797
2019-11-05,24.936138153076172,47.9900016784668,,31.729999542236328,,104.66999816894531
2019-11-06,24.590532302856445,47.66999816894531,,31.729999542236328,,104.3499984741211
2019-11-07,24.808414459228516,47.66999816894531,,31.889999389648438,,105.30999755859375
2019-11-08,24.064613342285156,47.0,,31.360000610351562,,103.4000015258789
2019-11-11,24.177310943603516,47.2400016784668,,31.579999923706055,,104.23999786376953
2019-11-12,23.839218139648438,46.720001220703125,,30.920000076293945,,102.44999694824219
2019-11-13,23.741546630859375,45.95000076293945,,30.790000915527344,,102.37000274658203
2019-11-14,23.583770751953125,46.5099983215332,,30.889999389648438,,102.55000305175781
2019-11-18,23.40345573425293,46.529998779296875,,30.809999465942383,,102.0
2019-11-19,23.365890502929688,45.790000915527344,,30.299999237060547,,101.95999908447266
2019-11-21,23.636362075805664,46.380001068115234,,30.760000228881836,,103.5
2019-11-22,24.03455924987793,46.75,,30.729999542236328,,104.5999984741211
2019-11-25,23.688955307006836,46.599998474121094,,30.440000534057617,,104.25
2019-11-26,22.945154190063477,46.0,,29.979999542236328,,103.44000244140625
2019-11-27,23.268218994140625,47.34000015258789,,30.200000762939453,,103.68000030517578
2019-11-28,23.24567985534668,47.599998474121094,,29.860000610351562,,104.37999725341797
2019-11-29,23.478586196899414,47.810001373291016,,29.959999084472656,,104.3499984741211
2019-12-02,23.71149444580078,47.43000030517578,,30.31999969482422,,104.80999755859375
2019-12-03,23.583770751953125,48.38999938964844,,30.399999618530273,,105.0
2019-12-04,24.117204666137695,49.09000015258789,,31.25,,106.0999984741211
2019-12-05,24.282493591308594,48.66999816894531,,31.31999969482422,,106.44000244140625
2019-12-06,24.267467498779297,48.470001220703125,,30.969999313354492,,106.93000030517578
2019-12-09,24.064613342285156,48.619998931884766,,31.290000915527344,,106.7699966430664
2019-12-10,23.974454879760742,47.91999816894531,,31.09000015258789,,106.58000183105469
2019-12-11,23.92937660217285,47.849998474121094,,30.8799991607666,,106.75
2019-12-12,24.214876174926758,48.90999984741211,,30.950000762939453,,107.8499984741211
2019-12-13,24.432756423950195,48.529998779296875,,31.59000015258789,,108.30999755859375
2019-12-16,24.064613342285156,47.869998931884766,,31.040000915527344,,107.72000122070312
2019-12-17,24.447782516479492,48.95000076293945,,31.450000762939453,,108.41000366210938
2019-12-18,25.394439697265625,50.63999938964844,,31.559999465942383,,110.16000366210938
2019-12-19,25.770097732543945,51.15999984741211,,31.649999618530273,,110.81999969482422
2019-12-20,25.033809661865234,51.060001373291016,,31.389999389648438,,110.83999633789062
2019-12-23,25.537189483642578,52.599998474121094,,31.799999237060547,,111.66999816894531
2019-12-26,25.807662963867188,53.20000076293945,,32.279998779296875,,112.80999755859375
2019-12-27,25.64237403869629,52.970001220703125,,32.15999984741211,,112.16999816894531
2019-12-30,25.5972957611084,52.81999969482422,,32.029998779296875,,111.2300033569336
2020-01-02,26.626596450805664,53.79999923706055,,32.599998474121094,,114.23999786376953
2020-01-03,26.198347091674805,53.709999084472656,,32.33000183105469,,113.80000305175781
2020-01-06,26.048084259033203,53.0,,32.0,,112.58999633789062
2020-01-07,25.604808807373047,52.599998474121094,,31.3799991607666,,112.23999786376953
2020-01-08,25.21412467956543,52.119998931884766,,31.059999465942383,,111.94999694824219
2020-01-09,24.966190338134766,51.060001373291016,,30.770000457763672,,111.66000366210938
2020-01-10,24.530427932739258,49.86000061035156,,30.399999618530273,,111.27999877929688
2020-01-13,24.83095359802246,50.41999816894531,,30.829999923706055,,113.08000183105469
2020-01-14,24.883546829223633,50.150001525878906,,30.68000030517578,,113.31999969482422
2020-01-15,24.312545776367188,49.22999954223633,,30.239999771118164,,112.18000030517578
2020-01-16,24.710742950439453,49.45000076293945,,30.290000915527344,,112.3499984741211
2020-01-17,25.229150772094727,50.119998931884766,,30.770000457763672,,114.0999984741211
2020-01-20,24.83846664428711,49.79999923706055,,30.229999542236328,,114.41000366210938
2020-01-21,23.974454879760742,48.36000061035156,,29.5,,112.6500015258789
2020-01-22,24.177310943603516,48.7400016784668,,29.979999542236328,,114.0999984741211
2020-01-23,24.83095359802246,51.47999954223633,,30.6200008392334,,115.20999908447266
2020-01-24,24.695716857910156,50.79999923706055,,30.239999771118164,,114.0
2020-01-27,24.042072296142578,50.29999923706055,,29.8700008392334,,110.29000091552734
2020-01-28,24.1021785736084,50.709999084472656,,29.610000610351562,,112.30000305175781
2020-01-29,23.591283798217773,49.459999084472656,,29.350000381469727,,110.87999725341797
2020-01-30,23.816679000854492,49.79999923706055,,29.75,,111.19000244140625
2020-01-31,23.55371856689453,48.540000915527344,,29.440000534057617,,108.9000015258789
2020-02-03,23.726520538330078,48.779998779296875,,29.579999923706055,,110.41999816894531
2020-02-04,23.801652908325195,48.25,,29.780000686645508,,111.20999908447266
2020-02-05,24.237415313720703,50.400001525878906,,29.81999969482422,,111.7699966430664
2020-02-06,23.899322509765625,49.54999923706055,,29.690000534057617,,110.94999694824219
2020-02-07,23.82419204711914,49.599998474121094,,29.770000457763672,,109.3499984741211
2020-02-10,23.951915740966797,49.11000061035156,,30.049999237060547,,108.79000091552734
2020-02-11,24.605558395385742,51.31999969482422,,31.309999465942383,,111.30000305175781
2020-02-12,24.25244140625,51.619998931884766,,31.469999313354492,,112.44999694824219
2020-02-13,23.681442260742188,50.81999969482422,,30.90999984741211,,110.9000015258789
2020-02-14,23.042823791503906,49.849998474121094,,30.510000228881836,,110.08000183105469
2020-02-17,22.91510009765625,49.099998474121094,,30.350000381469727,,110.80000305175781
2020-02-18,22.742298126220703,49.56999969482422,,30.31999969482422,,111.13999938964844
2020-02-19,22.877534866333008,49.689998626708984,,30.6200008392334,,112.08000183105469
2020-02-20,22.359128952026367,49.18000030517578,,30.59000015258789,,110.19999694824219
2020-02-21,22.06611442565918,49.220001220703125,,29.3799991607666,,109.44999694824219
2020-02-26,20.450788497924805,45.22999954223633,,28.190000534057617,,101.9000015258789
2020-02-27,20.022539138793945,45.790000915527344,,28.170000076293945,,99.19999694824219
2020-02-28,20.503379821777344,46.86000061035156,,28.610000610351562,,100.5999984741211
2020-03-02,20.74380111694336,47.150001525878906,,28.600000381469727,,102.98999786376953
2020-03-03,20.398195266723633,45.77000045776367,,28.309999465942383,,101.75
2020-03-04,20.555971145629883,45.81999969482422,,28.600000381469727,,103.0999984741211
2020-03-05,19.947406768798828,43.11000061035156,,28.1200008392334,,98.79000091552734
2020-03-06,19.316303253173828,42.29999923706055,,27.209999084472656,,94.4000015258789
2020-03-09,17.422990798950195,37.630001068115234,,26.0,,82.69999694824219
2020-03-10,17.92637062072754,39.61000061035156,,26.639999389648438,,88.62999725341797
2020-03-11,16.506385803222656,36.189998626708984,,25.299999237060547,,82.05999755859375
2020-03-12,14.402704238891602,31.25,,22.75,,70.0999984741211
2020-03-13,16.75432014465332,36.4900016784668,,25.260000228881836,,79.48999786376953
2020-03-16,14.350111961364746,30.399999618530273,,22.75,,68.4000015258789
2020-03-17,15.266716003417969,31.8700008392334,,23.790000915527344,,71.0
2020-03-18,14.034560203552246,26.610000610351562,,21.760000228881836,,65.01000213623047
2020-03-19,13.546204566955566,25.56999969482422,,22.200000762939453,,65.0
2020-03-20,12.764838218688965,24.600000381469727,,21.100000381469727,,64.7699966430664
2020-03-23,11.78061580657959,22.1299991607666,,19.700000762939453,,61.13999938964844
2020-03-24,13.441020965576172,25.920000076293945,,20.530000686645508,,67.4000015258789
2020-03-25,14.507887840270996,29.030000686645508,,21.649999618530273,,71.7300033569336
2020-03-26,15.018781661987305,30.489999771118164,,23.030000686645508,,74.56999969482422
2020-03-27,14.147256851196289,28.239999771118164,,22.170000076293945,,70.22000122070312
2020-03-30,14.462808609008789,28.989999771118164,,22.829999923706055,,71.97000122070312
2020-03-31,14.132230758666992,27.889999389648438,,22.079999923706055,,69.3499984741211
2020-04-01,13.516153335571289,26.709999084472656,,20.760000228881836,,68.18000030517578
2020-04-02,13.816679000854492,27.020000457763672,,20.940000534057617,,69.62999725341797
2020-04-03,13.275732040405273,25.5,,19.989999771118164,,66.9000015258789
2020-04-06,14.620586395263672,27.860000610351562,,21.010000228881836,,71.56999969482422
2020-04-07,15.432005882263184,29.170000076293945,,22.200000762939453,,73.51000213623047
2020-04-08,15.709992408752441,29.729999542236328,,22.959999084472656,,75.7300033569336
2020-04-09,15.537190437316895,29.649999618530273,,22.75,,74.87000274658203
2020-04-13,15.957925796508789,30.239999771118164,,22.799999237060547,,75.95999908447266
2020-04-14,16.34710693359375,30.209999084472656,,22.829999923706055,,76.8499984741211
2020-04-15,15.702479362487793,29.649999618530273,,22.260000228881836,,76.05000305175781
2020-04-16,15.39669418334961,28.799999237060547,,22.0,,74.93000030517578
2020-04-17,15.595041275024414,29.579999923706055,,22.1299991607666,,76.0
2020-04-20,15.223139762878418,28.989999771118164,,22.030000686645508,,75.66000366210938
2020-04-22,15.223139762878418,28.860000610351562,,21.790000915527344,,77.69999694824219
2020-04-23,14.785122871398926,28.049999237060547,,21.239999771118164,,76.6500015258789
2020-04-24,13.165288925170898,24.299999237060547,,20.489999771118164,,72.41000366210938
2020-04-27,13.595041275024414,25.690000534057617,,20.729999542236328,,75.29000091552734
2020-04-28,14.933883666992188,29.139999389648438,,22.479999542236328,,78.30000305175781
2020-04-29,15.512395858764648,29.559999465942383,,22.719999313354492,,80.18000030517578
2020-04-30,14.512395858764648,28.5,,22.0,,77.20999908447266
2020-05-04,13.958677291870117,27.760000228881836,,21.100000381469727,,76.0999984741211
2020-05-05,13.925619125366211,27.799999237060547,,21.799999237060547,,76.54000091552734
2020-05-06,13.603304862976074,26.989999771118164,,21.5,,76.19999694824219
2020-05-07,13.157024383544922,26.260000228881836,,20.799999237060547,,75.4000015258789
2020-05-08,13.74380111694336,27.100000381469727,,21.34000015258789,,77.43000030517578
2020-05-11,13.504132270812988,27.270000457763672,,21.709999084472656,,76.13999938964844
2020-05-12,13.074379920959473,26.309999465942383,,20.899999618530273,,75.0
2020-05-13,12.97520637512207,25.549999237060547,,20.850000381469727,,75.1500015258789
2020-05-14,13.537190437316895,26.649999618530273,,21.489999771118164,,76.25
2020-05-15,13.066115379333496,26.149999618530273,,20.649999618530273,,74.55999755859375
2020-05-18,13.68595027923584,27.399999618530273,,21.3799991607666,,78.02999877929688
2020-05-19,13.223139762878418,26.65999984741211,,20.6200008392334,,77.6500015258789
2020-05-20,13.471074104309082,27.329999923706055,,20.75,,78.44999694824219
2020-05-21,14.29751968383789,29.260000228881836,,21.510000228881836,,79.97000122070312
2020-05-22,14.066115379333496,28.510000228881836,,21.639999389648438,,79.94000244140625
2020-05-25,15.190081596374512,31.5,,22.68000030517578,,82.5999984741211
2020-05-26,14.504132270812988,30.790000915527344,,21.899999618530273,,82.44999694824219
2020-05-27,14.735536575317383,30.899999618530273,,22.739999771118164,,84.68000030517578
2020-05-28,14.603304862976074,30.790000915527344,,22.219999313354492,,83.6500015258789
2020-05-29,14.710742950439453,30.84000015258789,,21.940000534057617,,84.1500015258789
2020-06-01,15.181818008422852,31.799999237060547,,22.549999237060547,,85.33000183105469
2020-06-02,15.74380111694336,32.81999969482422,,23.739999771118164,,87.77999877929688
2020-06-03,16.454544067382812,34.75,,24.5,,89.37000274658203
2020-06-04,16.520660400390625,34.939998626708984,,25.200000762939453,,90.30999755859375
2020-06-05,16.90082550048828,35.20000076293945,,25.729999542236328,,91.05000305175781
2020-06-08,17.710742950439453,36.38999938964844,,26.309999465942383,,93.94999694824219
2020-06-09,17.5289249420166,35.790000915527344,,26.040000915527344,,92.94999694824219
2020-06-10,16.826446533203125,34.209999084472656,,25.110000610351562,,91.16999816894531
2020-06-12,16.438016891479492,33.349998474121094,,24.469999313354492,,89.25
2020-06-15,16.157024383544922,33.06999969482422,,23.799999237060547,,89.06999969482422
2020-06-16,16.685949325561523,33.5,,24.299999237060547,,90.0
2020-06-17,16.909090042114258,34.5,,24.520000457763672,,91.94999694824219
2020-06-18,16.90082550048828,34.400001525878906,,25.149999618530273,,92.62999725341797
2020-06-19,16.520660400390625,33.939998626708984,,26.389999389648438,,92.63999938964844
2020-06-22,16.231403350830078,33.2400016784668,,25.309999465942383,,91.75
2020-06-23,16.239669799804688,33.529998779296875,,25.09000015258789,,92.26000213623047
2020-06-24,15.884297370910645,32.220001220703125,,24.549999237060547,,90.7699966430664
2020-06-25,16.223140716552734,33.0099983215332,,24.690000534057617,,92.38999938964844
2020-06-26,15.768594741821289,31.81999969482422,,24.110000610351562,,90.22000122070312
2020-06-29,16.1652889251709,33.439998626708984,,24.729999542236328,,92.30000305175781
2020-06-30,15.669421195983887,32.150001525878906,,24.0,,91.62000274658203
2020-07-01,15.933883666992188,33.06999969482422,,24.309999465942383,,92.68000030517578
2020-07-02,16.057851791381836,33.15999984741211,,24.56999969482422,,92.5
2020-07-03,16.057851791381836,33.5,,24.540000915527344,,93.19000244140625
2020-07-06,17.132230758666992,34.66999816894531,,25.360000610351562,,95.30999755859375
2020-07-07,16.429752349853516,33.279998779296875,,24.760000228881836,,94.0999984741211
2020-07-08,16.991735458374023,34.09000015258789,,25.149999618530273,,96.0999984741211
2020-07-09,16.776859283447266,33.959999084472656,,25.1299991607666,,95.41000366210938
2020-07-10,16.90082550048828,34.13999938964844,,25.270000457763672,,96.33999633789062
2020-07-13,16.561983108520508,33.79999923706055,,24.979999542236328,,95.05000305175781
2020-07-14,16.79338836669922,34.349998474121094,,25.209999084472656,,96.5999984741211
2020-07-15,17.14049530029297,34.689998626708984,,25.360000610351562,,98.02999877929688
2020-07-16,16.85950469970703,34.400001525878906,,24.989999771118164,,96.81999969482422
2020-07-17,17.18181800842285,35.459999084472656,,25.09000015258789,,99.12999725341797
2020-07-20,17.39669418334961,35.31999969482422,,25.350000381469727,,100.5
2020-07-21,17.685949325561523,35.4900016784668,,25.59000015258789,,100.29000091552734
2020-07-22,17.471073150634766,35.20000076293945,,25.299999237060547,,100.37999725341797
2020-07-23,17.25619888305664,34.349998474121094,,24.8700008392334,,98.4000015258789
2020-07-24,17.123966217041016,33.95000076293945,,24.75,,98.58999633789062
2020-07-27,17.83470916748047,34.90999984741211,,25.649999618530273,,100.45999908447266
